Portco,PE Firm,Website,Gross Annual Revenue,Cloud_Provider1,Cloud_Provider2,Cloud_Provider3
Patriot Growth Insurance Services,Summit Partners,https://www.patriotgis.com/,Unknown,Unknown,,
PostPilot,Summit Partners,https://www.postpilot.com/,Unknown,Unknown,,
PriceLabs,Summit Partners,https://hello.pricelabs.co/,"35,000,000",Unknown,,
ProGlove,Summit Partners,https://www.proglove.com/,Unknown,Unknown,,
QAD,Summit Partners,https://www.qad.com/,"320,000,000",Azure,,
Quorso,Summit Partners,https://quorso.com/,"406,654",AWS,Azure,
RWA Wealth Partners,Summit Partners,https://rwawealth.com/,Unknown,Unknown,,
RadioOnkologieNetzwerk,Summit Partners,https://www.ron-portal.de/,Unknown,Unknown,,
Recharge,Summit Partners,https://rechargepayments.com/,Unknown,Unknown,,
Red Canary,Summit Partners,https://redcanary.com/,Unknown,Unknown,,
Red Points,Summit Partners,https://www.redpoints.com/,Unknown,Unknown,,
Redzone,Summit Partners,https://www.rzsoftware.com/,"3,800,000",Unknown,,
Revizto,Summit Partners,https://revizto.com/,"33,800,000",Azure,,
RIS Rx,Summit Partners,https://risrx.com/,Unknown,Unknown,,
ShipMonk,Summit Partners,https://www.shipmonk.com/,Unknown,Unknown,,
Sifted,Summit Partners,https://sifted.com/,Unknown,Unknown,,
Simply.TV,Summit Partners,https://simply.tv/,"79,110,000",Unknown,,
Solactive,Summit Partners,https://www.solactive.com/,"75,000,000",AWS,Azure,GCP
Sound Physicians,Summit Partners,https://soundphysicians.com/,Unknown,Unknown,,
StackAdapt,Summit Partners,https://www.stackadapt.com/,"500,000,000",AWS,GCP,
Syncron,Summit Partners,https://www.syncron.com/,Unknown,Unknown,,
Syndigo,Summit Partners,https://syndigo.com/,"280,000,000",Azure,,
Teaching Strategies,Summit Partners,https://teachingstrategies.com/,Unknown,Unknown,,
TextExpander,Summit Partners,https://textexpander.com/,Unknown,Azure,,
TradingHub,Summit Partners,https://tradinghub.com/,"26,340,000",Unknown,,
TurningPoint Healthcare Solutions,Summit Partners,https://www.turningpoint-healthcare.com/,"30,820,000",AWS,,
U.S. Renal Care,Summit Partners,https://www.usrenalcare.com/,Unknown,Unknown,,
UHY,Summit Partners,https://www.uhy.com/,"181,000,000",Unknown,,
US Health Partners,Summit Partners,https://www.ushphealth.com/,"3,350,000,000",AWS,,
VaxCare,Summit Partners,https://www.vaxcare.com/,Unknown,Unknown,,
Veranex,Summit Partners,https://veranex.com/,Unknown,Unknown,,
Viroclinics Biosciences,Summit Partners,https://www.viroclinics.com/,Unknown,Unknown,,
Ylopo,Summit Partners,https://www.ylopo.com/,Unknown,AWS,GCP,
48forty Solutions,Summit Partners,https://www.48forty.com/,Unknown,Unknown,,
