Portco,PE Firm,Website,Gross Annual Revenue,Cloud_Provider1,Cloud_Provider2,Cloud_Provider3
OfColor,PSG Equity,https://www.ofcolor.org/,Unknown,Unknown,,
One Click LCA,PSG Equity,https://oneclicklca.com/,"23,600,000",Unknown,,
OpusCapita,PSG Equity,https://opuscapita.com/,"546,000",Unknown,,
Packback,PSG Equity,https://packback.co/,"15,000,000",Unknown,,
Pacvue (FKA Assembly),PSG Equity,https://pacvue.com/,"750,000,000",Unknown,,
Pathful (FKA Virtual Job Shadow and Nepris),PSG Equity,https://www.pathful.com/,"22,700,000",Unknown,,
PatientNow,PSG Equity,https://www.patientnow.com/,Unknown,AWS,,
Patron Technology,PSG Equity,https://leapevent.tech/,"37,500,000",Unknown,,
Payrix,PSG Equity,https://platforms.worldpay.com/,Unknown,Unknown,,
Penny AI,PSG Equity,https://getpenny.com/,Unknown,AWS,,
Pineapple Payments,PSG Equity,https://pineapplepayments.com/,"47,500,000",Unknown,,
Pixellot,PSG Equity,https://www.pixellot.tv/,"49,800,000",Unknown,,
PlentyONE,PSG Equity,https://www.plentyone.com/,"15,900,000",AWS,,
"Portico (FKA Verity IQ, Campus Ivy and CourseKey)",PSG Equity,https://porticoedu.com/,Unknown,Unknown,,
Powens by Budget Insight (FKA Budget Insight),PSG Equity,https://www.powens.com/,Unknown,Unknown,,
PreVeil,PSG Equity,https://www.preveil.com/,Unknown,Unknown,,
Prodoscore,PSG Equity,https://www.prodoscore.com/,Unknown,GCP,,
Propertybase,PSG Equity,https://get.lwolf.com/propertybase-choose,Unknown,Unknown,,
Protecht,PSG Equity,https://www.protechtgroup.com/,Unknown,Unknown,,
Qmulos,PSG Equity,https://www.qmulos.com/,Unknown,Unknown,,
Quantum Machines,PSG Equity,https://www.quantum-machines.co/,Unknown,Unknown,,
Quilt,PSG Equity,https://www.quilts.com/,Unknown,Unknown,,
Rapid Data,PSG Equity,https://www.rapiddata.com/,Unknown,AWS,Azure,
Recast Software,PSG Equity,https://www.recastsoftware.com/,Unknown,AWS,,
Revuze,PSG Equity,https://www.revuze.it/,Unknown,Unknown,,
Rounds,PSG Equity,https://www.rounds.com/,Unknown,Unknown,,
SchoolStatus,PSG Equity,https://www.schoolstatus.com/,Unknown,GCP,,
Searchspring,PSG Equity,https://searchspring.com/,Unknown,Unknown,,
Sellsy,PSG Equity,https://go.sellsy.com/,Unknown,Unknown,,
Semarchy,PSG Equity,https://semarchy.com/,Unknown,AWS,Azure,GCP
Sesame HR,PSG Equity,https://www.sesamehr.com/,Unknown,Unknown,,
SevenRooms,PSG Equity,https://sevenrooms.com/,Unknown,Unknown,,
ShootProof (FKA Foreground),PSG Equity,https://www.shootproof.com/,"15,000,000",Unknown,,
Sidero Labs (FKA Talos Systems),PSG Equity,https://www.siderolabs.com/,Unknown,AWS,Azure,
Sign In Solutions (FKA ShieldCo and Sign In App),PSG Equity,https://signinsolutions.com/,Unknown,Unknown,,
Signaturit Group,PSG Equity,https://www.signaturit.com/,Unknown,Unknown,,
SignUpGenius,PSG Equity,https://www.signupgenius.com/,Unknown,Unknown,,
Singlewire Software,PSG Equity,https://www.singlewire.com/,Unknown,Unknown,,
SKEEPERS (FKA Net Reviews),PSG Equity,https://skeepers.io/,Unknown,Unknown,,
Skybox Security,PSG Equity,https://www.skyboxsecurity.com/,Unknown,AWS,Azure,
Snap! Raise,PSG Equity,https://www.snapraise.com/,Unknown,Unknown,,
SnapApp,PSG Equity,https://www.snapapp.com/,Unknown,GCP,,
Sola (FKA Fidelity Payment Services),PSG Equity,https://solapayments.com/,Unknown,Unknown,,
Sovereign Sportsman Solutions,PSG Equity,https://payitgov.com/outdoors/,Unknown,Unknown,,
Sport Alliance,PSG Equity,https://www.sportalliance.com/,Unknown,AWS,,
Stack Sports,PSG Equity,https://stacksports.com/,Unknown,Unknown,,
Stax,PSG Equity,https://staxpayments.com/,Unknown,Unknown,,
Studycast by Core Sound Imaging,PSG Equity,https://www.corestudycast.com/,Unknown,Unknown,,
Stylitics,PSG Equity,https://stylitics.com/,Unknown,Unknown,,
Sympa,PSG Equity,https://www.sympa.com/,Unknown,Unknown,,
Tellent,PSG Equity,https://tellent.com/,Unknown,Unknown,,
Tentacle,PSG Equity,https://tentacle.co/,Unknown,Unknown,,
ThreatConnect,PSG Equity,https://threatconnect.com/,Unknown,Unknown,,
Tiugo Technologies,PSG Equity,https://www.tiugotech.com/,Unknown,Unknown,,
Total Synergy,PSG Equity,https://totalsynergy.com/,Unknown,Unknown,,
TrackerRMS,PSG Equity,https://www.tracker-rms.com/,Unknown,Unknown,,
Traliant,PSG Equity,https://www.traliant.com/,Unknown,Unknown,,
Transit Technologies,PSG Equity,https://www.transit-technologies.com/,Unknown,Unknown,,
TravelNet,PSG Equity,https://tnsinc.com/,Unknown,Unknown,,
Tribute Technology,PSG Equity,https://www.tributetech.com/,Unknown,Unknown,,
Untangle,PSG Equity,https://www.untangle.com/,Unknown,Unknown,,
Uptick,PSG Equity,https://www.uptickhq.com/,Unknown,Unknown,,
Uscreen,PSG Equity,https://www.uscreen.tv/,Unknown,Unknown,,
Utility,PSG Equity,https://www.utility.com/,Unknown,Unknown,,
Validity,PSG Equity,https://www.validity.com/,Unknown,Unknown,,
Vault Verify,PSG Equity,https://www.vaultverify.com/,Unknown,Unknown,,
Vehlo,PSG Equity,https://vehlo.com/,Unknown,Unknown,,
Versatile Credit,PSG Equity,https://www.versatilecredit.com/,Unknown,Unknown,,
Vertical Knowledge,PSG Equity,https://vk.ai/,Unknown,Unknown,,
vHive,PSG Equity,https://www.vhive.ai/,Unknown,Unknown,,
Visit Group,PSG Equity,https://www.visitgroup.com/,Unknown,Unknown,,
Visualfabriq,PSG Equity,https://visualfabriq.com/,Unknown,Unknown,,
Wagepoint,PSG Equity,https://wagepoint.com/,Unknown,Unknown,,
Whoz,PSG Equity,https://www.whoz.com/,Unknown,Azure,,
Worldwide Express (FKA GlobalTranz Enterprises),PSG Equity,https://www.wwex.com/,"4,400,000,000",Unknown,,
Xenia,PSG Equity,https://xenia.jp/,Unknown,Unknown,,
Xurrent (FKA 4me),PSG Equity,https://www.xurrent.com/,Unknown,Unknown,,
Yottaa,PSG Equity,https://www.yottaa.com/,Unknown,Unknown,,
YourCause,PSG Equity,https://www.yourcause.com/,Unknown,Unknown,,
Zenchef,PSG Equity,https://www.zenchef.com/,"35,000,000",AWS,Azure,GCP
Zenfolio,PSG Equity,https://zenfolio.com/,"9,000,000",Azure,,
ZeroNorth,PSG Equity,https://zeronorth.com/,"40,000,000",AWS,Azure,
