Portco,PE Firm,Website,Gross Annual Revenue,Cloud_Provider1,Cloud_Provider2,Cloud_Provider3
Healthscope,The Carlyle Group,https://healthscope.com.au,"$1,550,000,000",Unknown,Unknown,Unknown
Hertz Global Holdings,The Carlyle Group,https://www.hertz.com,"$7,300,000,000",Oracle Cloud,Unknown,Unknown
Hexaware Technologies,The Carlyle Group,https://hexaware.com,"$1,430,000,000",AWS,GCP,Unknown
Holland & Barrett,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Howmet Aerospace,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Hunkemöller,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
KFC in Japan,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Kroll Inc.,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Landmark Aviation,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Legend Natural Gas,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Loews Cineplex Entertainment,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
ManTech International,The Carlyle Group,https://www.mantech.com,"$2,600,000,000",AWS,Azure,GCP
Medanta,The Carlyle Group,https://www.medanta.org,"$450,000,000",Unknown,Unknown,Unknown
Medical Park,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Memsource,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Metropolis Healthcare,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
The Mill (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Momo (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Morningstar DBRS,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Mydentist,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
NEP Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
NetMotion Software,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
NorthPoint Communications,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
OFX (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
One Medical,The Carlyle Group,Unknown,Unknown (Former Holding),Unknown,Unknown,Unknown
Oriental Trading Company,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Ortho Clinical Diagnostics,The Carlyle Group,https://www.orthoclinicaldiagnostics.com,"$2,040,000,000",Unknown,Unknown,Unknown
PA Consulting Group,The Carlyle Group,https://www.paconsulting.com,">$1,000,000,000",GCP,Unknown,Unknown
Pace Airlines,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Palacios Alimentación,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
PanAmSat,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Philosophy (brand),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
PNB Housing Finance,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
"PPD, Inc.",The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
ProMedica Senior Care,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
RAC Limited,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Railcar Management LLC,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Ri Happy,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Rigaku,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Riot-E,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Sandler O'Neill and Partners,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SBI Card,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Service King Collision Repair,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SMCP Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SS&C Technologies,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
StandardAero,The Carlyle Group,https://standardaero.com,"$5,620,000,000",Unknown,Unknown,Unknown
Strategy&,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Sundyne,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SuperCircuits,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Supreme (brand),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Surplex,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Syniverse,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Targus (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
TCW Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Ticketron,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
A Twosome Place,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
TYO Inc.,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
United Defense,The Carlyle Group,Unknown,Unknown (Former Holding),Unknown,Unknown,Unknown
USIS (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Varo Energy,The Carlyle Group,https://www.varoenergy.com,">$1,000,000,000",Unknown,Unknown,Unknown
Veritas Technologies,The Carlyle Group,https://www.veritas.com,"$1,400,000,000 - $5,000,000,000",AWS,Azure,GCP
The Very Group,The Carlyle Group,https://www.theverygroup.com,"$2,700,000,000",AWS,Unknown,Unknown
Vigor Marine Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Vinnell,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Vought,The Carlyle Group,Unknown,Unknown (Former Holding),Unknown,Unknown,Unknown
Vubiquity,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Zekelman Industries,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Zodiac Nautic,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
