Portco,PE Firm,Website,Gross Annual Revenue,Cloud_Provider1,Cloud_Provider2,Cloud_Provider3
PNB Housing Finance,The Carlyle Group,https://www.pnbhousing.com,"$361,000,000",Unknown,Unknown,Unknown
"PPD, Inc.",The Carlyle Group,Unknown,"$5,870,000,000",AWS,Unknown,Unknown
ProMedica Senior Care,The Carlyle Group,Unknown,"$5,000,000,000",Unknown,Unknown,Unknown
RAC Limited,The Carlyle Group,https://www.rac.co.uk,"$626,250,000",Unknown,Unknown,Unknown
Railcar Management LLC,The Carlyle Group,Unknown,"$800,000,000",Unknown,Unknown,Unknown
Ri Happy,The Carlyle Group,Unknown,"$2,800,000,000",Unknown,Unknown,Unknown
Rigaku,The Carlyle Group,Unknown,"$589,225,000",Unknown,Unknown,Unknown
Riot-E,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Sandler O'Neill and Partners,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SBI Card,The Carlyle Group,https://www.sbicard.com,"$2,100,000,000",Unknown,Unknown,Unknown
Service King Collision Repair,The Carlyle Group,Unknown,"$0 - $10,000,000",AWS,Unknown,Unknown
SMCP Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SS&C Technologies,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
StandardAero,The Carlyle Group,https://standardaero.com,"$5,620,000,000",Azure,Oracle Cloud,Unknown
Strategy&,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Sundyne,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
SuperCircuits,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Supreme (brand),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Surplex,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Syniverse,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Targus (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
TCW Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Ticketron,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
A Twosome Place,The Carlyle Group,Unknown,"$310,590,000",Unknown,Unknown,Unknown
TYO Inc.,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
United Defense,The Carlyle Group,Unknown,Unknown (Former Holding),Unknown,Unknown,Unknown
USIS (company),The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Varo Energy,The Carlyle Group,https://www.varoenergy.com,"$1,000,000,000",Unknown,Unknown,Unknown
Veritas Technologies,The Carlyle Group,https://www.veritas.com,"$1,400,000,000 - $5,000,000,000",AWS,Azure,GCP
The Very Group,The Carlyle Group,https://www.theverygroup.com,"$2,700,000,000",AWS,Unknown,Unknown
Vigor Marine Group,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Vinnell,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Vought,The Carlyle Group,Unknown,Unknown (Former Holding),Unknown,Unknown,Unknown
Vubiquity,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Zekelman Industries,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
Zodiac Nautic,The Carlyle Group,Unknown,Unknown,Unknown,Unknown,Unknown
