Portco,PE Firm,Website,Gross Annual Revenue,Cloud_Provider1,Cloud_Provider2,Cloud_Provider3
Fleet One,FTV Capital,https://www.fleetone.com/,"$75,000,000",AWS,Azure,GCP
FundApps,FTV Capital,https://www.fundapps.co/,"$14,800,000",AWS,,
GMI,FTV Capital,https://www.gmicloud.ai/,"$19,490,000,000",GCP,,
Globant,FTV Capital,https://www.globant.com/,Unknown,Unknown,,
Health Credit Services,FTV Capital,https://www.hcsc.com/,"$65,000,000,000",AWS,Azure,GCP
Highway,FTV Capital,https://www.transportation.gov/roadways-and-bridges,"$7,410,000",AWS,Azure,GCP
ID.me,FTV Capital,https://www.id.me/,"$130,000,000",AWS,GCP,
IndexIQ,FTV Capital,https://www.indexiq.eu/,"$4,600,000,000",AWS,Azure,GCP
Intrepid Learning Solutions,FTV Capital,https://www.intrepidlearning.com/,Unknown,Unknown,,
InvestCloud,FTV Capital,https://investcloud.com/,"$360,000,000",AWS,Azure,GCP
JustPark,FTV Capital,https://www.justpark.com/,Unknown,Unknown,,
Kore.ai,FTV Capital,https://kore.ai/,Unknown,Unknown,,
KVS,FTV Capital,https://www.kvs.com/,Unknown,Unknown,,
Lean Solutions Group,FTV Capital,https://www.leangroup.com/,Unknown,Unknown,,
Liberis,FTV Capital,https://www.liberis.com/,Unknown,Unknown,,
LiveIntent,FTV Capital,https://www.liveintent.com/,Unknown,Unknown,,
LoanPro,FTV Capital,https://loanpro.io/,Unknown,Unknown,,
LogicSource,FTV Capital,https://logicsource.com/,Unknown,Unknown,,
Luma,FTV Capital,https://www.luma.com/,Unknown,Unknown,,
ManyPets,FTV Capital,https://manypets.com/,Unknown,Unknown,,
MarketsAndMarkets,FTV Capital,https://www.marketsandmarkets.com/,Unknown,Unknown,,
Masttro,FTV Capital,https://www.masttro.com/,Unknown,Unknown,,
MedSynergies,FTV Capital,https://www.medsynergies.com/,Unknown,Unknown,,
Mu Sigma,FTV Capital,https://www.mu-sigma.com/,Unknown,Unknown,,
N2F,FTV Capital,https://www.n2f.com/,Unknown,Unknown,,
Neon One,FTV Capital,https://neonone.com/,Unknown,Unknown,,
Neptune,FTV Capital,https://neptuneflood.com/,Unknown,Unknown,,
OpenSesame,FTV Capital,https://www.opensesame.com/,Unknown,Unknown,,
OpenSpan,FTV Capital,https://www.openspan.com/,Unknown,Unknown,,
Orbus Software,FTV Capital,https://www.orbussoftware.com/,Unknown,Unknown,,
Ottimate,FTV Capital,https://www.ottimate.com/,Unknown,Unknown,,
Paddle,FTV Capital,https://www.paddle.com/,Unknown,Unknown,,
Patra,FTV Capital,https://www.patracorp.com/,Unknown,Unknown,,
PeopleCert,FTV Capital,https://www.peoplecert.org/,Unknown,Unknown,,
Perfecto Mobile,FTV Capital,https://www.perfecto.io/,Unknown,Unknown,,
PowerShares,FTV Capital,https://www.invesco.com/powershares/,Unknown,Unknown,,
Presidio Reinsurance Group,FTV Capital,https://www.presidiore.com/,Unknown,Unknown,,
ProfitSolv,FTV Capital,https://www.profitsolv.com/,Unknown,Unknown,,
RapidRatings,FTV Capital,https://www.rapidratings.com/,Unknown,Unknown,,
ReliaQuest,FTV Capital,https://www.reliaquest.com/,Unknown,Unknown,,
Riskalyze,FTV Capital,https://www.riskalyze.com/,Unknown,Unknown,,
Saphyre,FTV Capital,https://saphyre.com/,Unknown,Unknown,,
Security Compass,FTV Capital,https://www.securitycompass.com/,Unknown,Unknown,,
SingleOps,FTV Capital,https://singleops.com/,Unknown,Unknown,,
SourceCode,FTV Capital,https://www.sourcecode.com/,Unknown,Unknown,,
Spredfast,FTV Capital,https://www.spredfast.com/,Unknown,Unknown,,
Strata Fund Solutions,FTV Capital,https://www.stratafs.com/,Unknown,Unknown,,
Sunlight Financial,FTV Capital,https://sunlightfinancial.com/,Unknown,Unknown,,
Swan Global Investments,FTV Capital,https://swanglobalinvestments.com/,Unknown,Unknown,,
Symbio,FTV Capital,https://www.symbio.com/,Unknown,Unknown,,
Tango,FTV Capital,https://www.tango.us/,Unknown,Unknown,,
Tidal Financial Group,FTV Capital,https://www.tidalfinancialgroup.com/,Unknown,Unknown,,
True Potential,FTV Capital,https://www.tpllp.com/,Unknown,Unknown,,
Trustwave,FTV Capital,https://www.trustwave.com/,Unknown,Unknown,,
Vagaro,FTV Capital,https://www.vagaro.com/,Unknown,Unknown,,
VALD,FTV Capital,https://vald.com/,Unknown,Unknown,,
Validus,FTV Capital,https://www.validus.com/,Unknown,Unknown,,
Varicent,FTV Capital,https://www.varicent.com/,Unknown,Unknown,,
Velocity Shares,FTV Capital,https://www.velocityshares.com/,Unknown,Unknown,,
Verus Financial Management,FTV Capital,https://www.verus.com/,Unknown,Unknown,,
VikingCloud,FTV Capital,https://www.vikingcloud.com/,Unknown,Unknown,,
Vindicia,FTV Capital,https://www.vindicia.com/,Unknown,Unknown,,
Vórtx,FTV Capital,https://www.vortx.com.br/,Unknown,Unknown,,
VPay,FTV Capital,https://www.vpayusa.com/,Unknown,Unknown,,
Welcome,FTV Capital,https://www.welcome.com/,Unknown,Unknown,,
WePay,FTV Capital,https://go.wepay.com/,Unknown,Unknown,,
Windward,FTV Capital,https://windward.ai/,Unknown,Unknown,,
WorldFirst,FTV Capital,https://www.worldfirst.com/,Unknown,Unknown,,
Xign,FTV Capital,https://www.xign.com/,Unknown,Unknown,,
Xplor,FTV Capital,https://www.xplortechnologies.com/,Unknown,Unknown,,
Zema Global,FTV Capital,https://www.zemaglobal.com/,Unknown,Unknown,,
Zoovu,FTV Capital,https://zoovu.com/,Unknown,Unknown,,
